Enrollment Cnt,Course Control Nbr,% Grades Receivedof Enrollment,Course Control Nbr,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
3,00527,,00527,,00527,James Taylor,,African American Studies,5B,001,A,Letter Grade,A-,Afam Life & Cul U S
7,00527,,00527,,00527,James Taylor,,African American Studies,5B,001,B,Letter Grade,B+,Afam Life & Cul U S
3,00527,,00527,,00527,James Taylor,,African American Studies,5B,001,B,Letter Grade,B,Afam Life & Cul U S
2,00527,,00527,,00527,James Taylor,,African American Studies,5B,001,B,Letter Grade,B-,Afam Life & Cul U S
1,00527,,00527,,00527,James Taylor,,African American Studies,5B,001,C,Letter Grade,C+,Afam Life & Cul U S
1,00527,,00527,,00527,James Taylor,,African American Studies,5B,001,F,Letter Grade,F,Afam Life & Cul U S
6,00527,,00527,,00527,James Taylor,,African American Studies,5B,001,Credit,Non-Letter Grade,Pass,Afam Life & Cul U S
1,00527,,00527,,00527,James Taylor,,African American Studies,5B,001,No Credit,Non-Letter Grade,Not Pass,Afam Life & Cul U S
3,00539,,00539,,00539,David Kyeu,,African American Studies,10B,001,A,Letter Grade,A,Intermed Swahili
4,00542,,00542,,00542,David Kyeu,,African American Studies,11B,001,A,Letter Grade,A,Elementary Swahili
5,00542,,00542,,00542,David Kyeu,,African American Studies,11B,001,A,Letter Grade,A-,Elementary Swahili
2,00542,,00542,,00542,David Kyeu,,African American Studies,11B,001,B,Letter Grade,B+,Elementary Swahili
1,00542,,00542,,00542,David Kyeu,,African American Studies,11B,001,Credit,Non-Letter Grade,Satisfactory,Elementary Swahili
2,00545,,00545,,00545,David Kyeu,,African American Studies,15B,001,A,Letter Grade,A+,Advanced Swahili
2,00545,,00545,,00545,David Kyeu,,African American Studies,15B,001,A,Letter Grade,A,Advanced Swahili
5,00547,,00547,,00547,Stephen Small,,African American Studies,24,001,Credit,Non-Letter Grade,Pass,Freshman Seminars
9,00815,,00815,,00815,Sam Mchombo,,African American Studies,24,002,Credit,Non-Letter Grade,Pass,Freshman Seminars
10,00548,,00548,,00548,Stephen Small,,African American Studies,28AC,001,A,Letter Grade,A,Glob & Min Am Comm
10,00548,,00548,,00548,Stephen Small,,African American Studies,28AC,001,A,Letter Grade,A-,Glob & Min Am Comm
15,00548,,00548,,00548,Stephen Small,,African American Studies,28AC,001,B,Letter Grade,B+,Glob & Min Am Comm
9,00548,,00548,,00548,Stephen Small,,African American Studies,28AC,001,B,Letter Grade,B,Glob & Min Am Comm
2,00548,,00548,,00548,Stephen Small,,African American Studies,28AC,001,B,Letter Grade,B-,Glob & Min Am Comm
1,00548,,00548,,00548,Stephen Small,,African American Studies,28AC,001,C,Letter Grade,C+,Glob & Min Am Comm
9,00548,,00548,,00548,Stephen Small,,African American Studies,28AC,001,Credit,Non-Letter Grade,Pass,Glob & Min Am Comm
1,00548,,00548,,00548,Stephen Small,,African American Studies,28AC,001,No Credit,Non-Letter Grade,Not Pass,Glob & Min Am Comm
1,00551,,00551,,00551,Sam Mchombo,,African American Studies,30B,001,A,Letter Grade,A+,Elementary Chichewa
1,00551,,00551,,00551,Sam Mchombo,,African American Studies,30B,001,A,Letter Grade,A,Elementary Chichewa
2,00551,,00551,,00551,Sam Mchombo,,African American Studies,30B,001,A,Letter Grade,A-,Elementary Chichewa
6,00554,,00554,,00554,Melissa Barker; Nailah Suad-Bakari,,African American Studies,98,001,Credit,Non-Letter Grade,Pass,Directed Group Stdy
7,00557,,00557,,00557,G. Ugo Nwokeji; Martha Saavedra,,African American Studies,98,002,Credit,Non-Letter Grade,Pass,Directed Group Stdy
40,00559,,00559,,00559,Nailah Suad-Bakari,,African American Studies,98,003,Credit,Non-Letter Grade,Pass,Directed Group Stdy
24,00560,,00560,,00560,Leigh Raiford; Sonya Dugas,,African American Studies,98,004,Credit,Non-Letter Grade,Pass,Directed Group Stdy
3,00560,,00560,,00560,Leigh Raiford; Sonya Dugas,,African American Studies,98,004,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
5,00563,,00563,,00563,Leigh Raiford,,African American Studies,98,005,Credit,Non-Letter Grade,Pass,Directed Group Stdy
8,00599,,00599,,00599,Christina Bush; Michael Cohen,,African American Studies,98BC,001,Credit,Non-Letter Grade,Pass,Directed Group Stud
7,00602,,00602,,00602,Kristen Sun; Michael Cohen,,African American Studies,98BC,002,Credit,Non-Letter Grade,Pass,Directed Group Stud
7,00611,,00611,,00611,Chiyuma Elliott,,African American Studies,101,001,A,Letter Grade,A,Research Methods
6,00611,,00611,,00611,Chiyuma Elliott,,African American Studies,101,001,A,Letter Grade,A-,Research Methods
2,00611,,00611,,00611,Chiyuma Elliott,,African American Studies,101,001,B,Letter Grade,B+,Research Methods
1,00611,,00611,,00611,Chiyuma Elliott,,African American Studies,101,001,B,Letter Grade,B-,Research Methods
3,00617,,00617,,00617,Tianna Paschel,,African American Studies,112B,001,A,Letter Grade,A+,Pol/Eco Dev 3rd Wld
29,00617,,00617,,00617,Tianna Paschel,,African American Studies,112B,001,A,Letter Grade,A,Pol/Eco Dev 3rd Wld
14,00617,,00617,,00617,Tianna Paschel,,African American Studies,112B,001,A,Letter Grade,A-,Pol/Eco Dev 3rd Wld
7,00617,,00617,,00617,Tianna Paschel,,African American Studies,112B,001,B,Letter Grade,B+,Pol/Eco Dev 3rd Wld
5,00617,,00617,,00617,Tianna Paschel,,African American Studies,112B,001,B,Letter Grade,B,Pol/Eco Dev 3rd Wld
2,00617,,00617,,00617,Tianna Paschel,,African American Studies,112B,001,B,Letter Grade,B-,Pol/Eco Dev 3rd Wld
2,00617,,00617,,00617,Tianna Paschel,,African American Studies,112B,001,C,Letter Grade,C+,Pol/Eco Dev 3rd Wld
1,00617,,00617,,00617,Tianna Paschel,,African American Studies,112B,001,C,Letter Grade,C,Pol/Eco Dev 3rd Wld
1,00617,,00617,,00617,Tianna Paschel,,African American Studies,112B,001,C,Letter Grade,C-,Pol/Eco Dev 3rd Wld
1,00617,,00617,,00617,Tianna Paschel,,African American Studies,112B,001,D,Letter Grade,D,Pol/Eco Dev 3rd Wld
5,00617,,00617,,00617,Tianna Paschel,,African American Studies,112B,001,Credit,Non-Letter Grade,Pass,Pol/Eco Dev 3rd Wld
7,00625,,00625,,00625,Sam Mchombo,,African American Studies,115,001,A,Letter Grade,A+,Lang Soc Iss Africa
18,00625,,00625,,00625,Sam Mchombo,,African American Studies,115,001,A,Letter Grade,A,Lang Soc Iss Africa
4,00625,,00625,,00625,Sam Mchombo,,African American Studies,115,001,A,Letter Grade,A-,Lang Soc Iss Africa
2,00625,,00625,,00625,Sam Mchombo,,African American Studies,115,001,B,Letter Grade,B,Lang Soc Iss Africa
1,00625,,00625,,00625,Sam Mchombo,,African American Studies,115,001,B,Letter Grade,B-,Lang Soc Iss Africa
7,00626,,00626,,00626,Ula Taylor,,African American Studies,117,001,A,Letter Grade,A,Afric Am:Indust Age
9,00626,,00626,,00626,Ula Taylor,,African American Studies,117,001,A,Letter Grade,A-,Afric Am:Indust Age
5,00626,,00626,,00626,Ula Taylor,,African American Studies,117,001,B,Letter Grade,B+,Afric Am:Indust Age
2,00626,,00626,,00626,Ula Taylor,,African American Studies,117,001,B,Letter Grade,B,Afric Am:Indust Age
4,00626,,00626,,00626,Ula Taylor,,African American Studies,117,001,B,Letter Grade,B-,Afric Am:Indust Age
3,00626,,00626,,00626,Ula Taylor,,African American Studies,117,001,C,Letter Grade,C+,Afric Am:Indust Age
1,00626,,00626,,00626,Ula Taylor,,African American Studies,117,001,C,Letter Grade,C,Afric Am:Indust Age
3,00626,,00626,,00626,Ula Taylor,,African American Studies,117,001,C,Letter Grade,C-,Afric Am:Indust Age
3,00626,,00626,,00626,Ula Taylor,,African American Studies,117,001,F,Letter Grade,F,Afric Am:Indust Age
3,00626,,00626,,00626,Ula Taylor,,African American Studies,117,001,Credit,Non-Letter Grade,Pass,Afric Am:Indust Age
1,00626,,00626,,00626,Ula Taylor,,African American Studies,117,001,No Credit,Non-Letter Grade,Not Pass,Afric Am:Indust Age
1,00638,,00638,,00638,Michel Laguerre,,African American Studies,131,001,A,Letter Grade,A+,"Carib Soc, Cultures"
15,00638,,00638,,00638,Michel Laguerre,,African American Studies,131,001,A,Letter Grade,A,"Carib Soc, Cultures"
3,00638,,00638,,00638,Michel Laguerre,,African American Studies,131,001,A,Letter Grade,A-,"Carib Soc, Cultures"
3,00638,,00638,,00638,Michel Laguerre,,African American Studies,131,001,B,Letter Grade,B+,"Carib Soc, Cultures"
1,00638,,00638,,00638,Michel Laguerre,,African American Studies,131,001,No Credit,Non-Letter Grade,Not Pass,"Carib Soc, Cultures"
2,00641,,00641,,00641,Jovan Lewis,,African American Studies,139,001,A,Letter Grade,A+,Sel Top:Africam Soc
8,00641,,00641,,00641,Jovan Lewis,,African American Studies,139,001,A,Letter Grade,A,Sel Top:Africam Soc
1,00641,,00641,,00641,Jovan Lewis,,African American Studies,139,001,A,Letter Grade,A-,Sel Top:Africam Soc
3,00641,,00641,,00641,Jovan Lewis,,African American Studies,139,001,B,Letter Grade,B+,Sel Top:Africam Soc
7,00641,,00641,,00641,Jovan Lewis,,African American Studies,139,001,B,Letter Grade,B,Sel Top:Africam Soc
1,00641,,00641,,00641,Jovan Lewis,,African American Studies,139,001,C,Letter Grade,C,Sel Top:Africam Soc
1,00641,,00641,,00641,Jovan Lewis,,African American Studies,139,001,F,Letter Grade,F,Sel Top:Africam Soc
3,00641,,00641,,00641,Jovan Lewis,,African American Studies,139,001,Credit,Non-Letter Grade,Pass,Sel Top:Africam Soc
1,00641,,00641,,00641,Jovan Lewis,,African American Studies,139,001,No Credit,Non-Letter Grade,Not Pass,Sel Top:Africam Soc
21,00644,,00644,,00644,Michael Cohen,,African American Studies,142AC,001,A,Letter Grade,A,Race/American Film
12,00644,,00644,,00644,Michael Cohen,,African American Studies,142AC,001,A,Letter Grade,A-,Race/American Film
8,00644,,00644,,00644,Michael Cohen,,African American Studies,142AC,001,B,Letter Grade,B+,Race/American Film
28,00644,,00644,,00644,Michael Cohen,,African American Studies,142AC,001,B,Letter Grade,B,Race/American Film
2,00644,,00644,,00644,Michael Cohen,,African American Studies,142AC,001,B,Letter Grade,B-,Race/American Film
1,00644,,00644,,00644,Michael Cohen,,African American Studies,142AC,001,C,Letter Grade,C+,Race/American Film
2,00644,,00644,,00644,Michael Cohen,,African American Studies,142AC,001,C,Letter Grade,C,Race/American Film
1,00644,,00644,,00644,Michael Cohen,,African American Studies,142AC,001,F,Letter Grade,F,Race/American Film
19,00644,,00644,,00644,Michael Cohen,,African American Studies,142AC,001,Credit,Non-Letter Grade,Pass,Race/American Film
2,00644,,00644,,00644,Michael Cohen,,African American Studies,142AC,001,No Credit,Non-Letter Grade,Not Pass,Race/American Film
1,00650,,00650,,00650,Rhodessa Jones,,African American Studies,C143A,001,A,Letter Grade,A,Perf An Af'Can Pers
2,00650,,00650,,00650,Rhodessa Jones,,African American Studies,C143A,001,B,Letter Grade,B+,Perf An Af'Can Pers
1,00650,,00650,,00650,Rhodessa Jones,,African American Studies,C143A,001,B,Letter Grade,B,Perf An Af'Can Pers
4,00653,,00653,,00653,Darieck Scott,,African American Studies,152F,001,A,Letter Grade,A+,Neo-Slave Narrative
7,00653,,00653,,00653,Darieck Scott,,African American Studies,152F,001,A,Letter Grade,A,Neo-Slave Narrative
2,00653,,00653,,00653,Darieck Scott,,African American Studies,152F,001,A,Letter Grade,A-,Neo-Slave Narrative
1,00653,,00653,,00653,Darieck Scott,,African American Studies,152F,001,B,Letter Grade,B+,Neo-Slave Narrative
1,00653,,00653,,00653,Darieck Scott,,African American Studies,152F,001,B,Letter Grade,B,Neo-Slave Narrative
2,00653,,00653,,00653,Darieck Scott,,African American Studies,152F,001,B,Letter Grade,B-,Neo-Slave Narrative
1,00653,,00653,,00653,Darieck Scott,,African American Studies,152F,001,D,Letter Grade,D,Neo-Slave Narrative
2,00653,,00653,,00653,Darieck Scott,,African American Studies,152F,001,Credit,Non-Letter Grade,Pass,Neo-Slave Narrative
5,00656,,00656,,00656,Darieck Scott,,African American Studies,153C,001,A,Letter Grade,A+,Toni Morrision
11,00656,,00656,,00656,Darieck Scott,,African American Studies,153C,001,A,Letter Grade,A,Toni Morrision
1,00656,,00656,,00656,Darieck Scott,,African American Studies,153C,001,A,Letter Grade,A-,Toni Morrision
2,00656,,00656,,00656,Darieck Scott,,African American Studies,153C,001,B,Letter Grade,B+,Toni Morrision
5,00656,,00656,,00656,Darieck Scott,,African American Studies,153C,001,B,Letter Grade,B,Toni Morrision
1,00656,,00656,,00656,Darieck Scott,,African American Studies,153C,001,B,Letter Grade,B-,Toni Morrision
3,00656,,00656,,00656,Darieck Scott,,African American Studies,153C,001,Credit,Non-Letter Grade,Pass,Toni Morrision
1,00659,,00659,,00659,Aya De Leon,,African American Studies,156AC,001,A,Letter Grade,A+,Poetry 4 People:Int
12,00659,,00659,,00659,Aya De Leon,,African American Studies,156AC,001,A,Letter Grade,A,Poetry 4 People:Int
9,00659,,00659,,00659,Aya De Leon,,African American Studies,156AC,001,A,Letter Grade,A-,Poetry 4 People:Int
5,00659,,00659,,00659,Aya De Leon,,African American Studies,156AC,001,B,Letter Grade,B+,Poetry 4 People:Int
5,00659,,00659,,00659,Aya De Leon,,African American Studies,156AC,001,B,Letter Grade,B,Poetry 4 People:Int
5,00659,,00659,,00659,Aya De Leon,,African American Studies,156AC,001,B,Letter Grade,B-,Poetry 4 People:Int
1,00659,,00659,,00659,Aya De Leon,,African American Studies,156AC,001,C,Letter Grade,C-,Poetry 4 People:Int
3,00659,,00659,,00659,Aya De Leon,,African American Studies,156AC,001,Credit,Non-Letter Grade,Pass,Poetry 4 People:Int
4,00671,,00671,,00671,Aya De Leon,,African American Studies,158B,001,A,Letter Grade,A,Poet 4 People:Prac
1,00673,,00673,,00673,Cara Stanley,,African American Studies,159,001,A,Letter Grade,A+,Spec Top Afam Lit
1,00673,,00673,,00673,Cara Stanley,,African American Studies,159,001,A,Letter Grade,A,Spec Top Afam Lit
5,00673,,00673,,00673,Cara Stanley,,African American Studies,159,001,A,Letter Grade,A-,Spec Top Afam Lit
3,00673,,00673,,00673,Cara Stanley,,African American Studies,159,001,B,Letter Grade,B+,Spec Top Afam Lit
2,00673,,00673,,00673,Cara Stanley,,African American Studies,159,001,B,Letter Grade,B,Spec Top Afam Lit
3,00673,,00673,,00673,Cara Stanley,,African American Studies,159,001,B,Letter Grade,B-,Spec Top Afam Lit
2,00673,,00673,,00673,Cara Stanley,,African American Studies,159,001,Credit,Non-Letter Grade,Pass,Spec Top Afam Lit
2,00674,,00674,,00674,Jeroen Dewulf,,African American Studies,C178,001,A,Letter Grade,A,Cultural Studies
3,00674,,00674,,00674,Jeroen Dewulf,,African American Studies,C178,001,A,Letter Grade,A-,Cultural Studies
1,00674,,00674,,00674,Jeroen Dewulf,,African American Studies,C178,001,B,Letter Grade,B,Cultural Studies
1,00674,,00674,,00674,Jeroen Dewulf,,African American Studies,C178,001,C,Letter Grade,C-,Cultural Studies
1,00674,,00674,,00674,Jeroen Dewulf,,African American Studies,C178,001,D,Letter Grade,D-,Cultural Studies
1,00680,,00680,,00680,Ula Taylor,,African American Studies,H195B,001,B,Letter Grade,B+,Senior Honor Thesis
3,00698,,00698,,00698,G. Ugo Nwokeji; Martha Saavedra,,African American Studies,198,002,Credit,Non-Letter Grade,Pass,Directed Group Stdy
2,00698,,00698,,00698,G. Ugo Nwokeji; Martha Saavedra,,African American Studies,198,002,Credit,Non-Letter Grade,Satisfactory,Directed Group Stdy
48,00701,,00701,,00701,Nailah Suad-Bakari,,African American Studies,198,003,Credit,Non-Letter Grade,Pass,Directed Group Stdy
1,00701,,00701,,00701,Nailah Suad-Bakari,,African American Studies,198,003,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
4,00704,,00704,,00704,Leigh Raiford; Sonya Dugas,,African American Studies,198,004,Credit,Non-Letter Grade,Pass,Directed Group Stdy
1,00704,,00704,,00704,Leigh Raiford; Sonya Dugas,,African American Studies,198,004,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
6,00707,,00707,,00707,Leigh Raiford,,African American Studies,198,005,Credit,Non-Letter Grade,Pass,Directed Group Stdy
3,00749,,00749,,00749,Christina Bush; Michael Cohen,,African American Studies,198BC,001,Credit,Non-Letter Grade,Pass,Directed Group Stud
7,00752,,00752,,00752,Kristen Sun; Michael Cohen,,African American Studies,198BC,002,Credit,Non-Letter Grade,Pass,Directed Group Stud
1,00755,,00755,,00755,Sam Mchombo,,African American Studies,199,001,Credit,Non-Letter Grade,Pass,Superv Indep Study
2,00766,,00766,,00766,G. Ugo Nwokeji,,African American Studies,201B,001,A,Letter Grade,A,Qual Research Met
1,00766,,00766,,00766,G. Ugo Nwokeji,,African American Studies,201B,001,A,Letter Grade,A-,Qual Research Met
4,00770,,00770,,00770,Jovan Lewis,,African American Studies,241,001,A,Letter Grade,A+,Spec Topics
1,00770,,00770,,00770,Jovan Lewis,,African American Studies,241,001,Credit,Non-Letter Grade,Satisfactory,Spec Topics
14,00779,,00779,,00779,Leigh Raiford,,African American Studies,296,001,Credit,Non-Letter Grade,Satisfactory,Dir Diss Research
1,00779,,00779,,00779,Leigh Raiford,,African American Studies,296,001,No Credit,Non-Letter Grade,Unsatisfactory,Dir Diss Research
2,00785,,00785,,00785,Ula Taylor,,African American Studies,299,001,A,Letter Grade,A,Ind Stdy/Res
1,00785,,00785,,00785,Ula Taylor,,African American Studies,299,001,Credit,Non-Letter Grade,Satisfactory,Ind Stdy/Res
1,00788,,00788,,00788,Leigh Raiford,,African American Studies,299,002,Credit,Non-Letter Grade,Satisfactory,Ind Stdy/Res
1,00791,,00791,,00791,Nikki Jones,,African American Studies,299,003,Credit,Non-Letter Grade,Satisfactory,Ind Stdy/Res
1,00797,,00797,,00797,Stephen Small,,African American Studies,299,005,A,Letter Grade,A,Ind Stdy/Res
8,00803,,00803,,00803,Leigh Raiford,,African American Studies,602,001,Credit,Non-Letter Grade,Satisfactory,Ind Stdy For Doc St
3,01653,,01653,,01653,Jeffrey Perloff; Leo Simon,,Ag & Resource Econ & Pol,202,001,A,Letter Grade,A+,Issues In Agri Econ
3,01653,,01653,,01653,Jeffrey Perloff; Leo Simon,,Ag & Resource Econ & Pol,202,001,A,Letter Grade,A,Issues In Agri Econ
7,01653,,01653,,01653,Jeffrey Perloff; Leo Simon,,Ag & Resource Econ & Pol,202,001,A,Letter Grade,A-,Issues In Agri Econ
1,01653,,01653,,01653,Jeffrey Perloff; Leo Simon,,Ag & Resource Econ & Pol,202,001,B,Letter Grade,B+,Issues In Agri Econ
2,01659,,01659,,01659,Maximilian Auffhammer,,Ag & Resource Econ & Pol,212,001,A,Letter Grade,A+,Econometrics 2
16,01659,,01659,,01659,Maximilian Auffhammer,,Ag & Resource Econ & Pol,212,001,A,Letter Grade,A,Econometrics 2
3,01659,,01659,,01659,Maximilian Auffhammer,,Ag & Resource Econ & Pol,212,001,A,Letter Grade,A-,Econometrics 2
6,01659,,01659,,01659,Maximilian Auffhammer,,Ag & Resource Econ & Pol,212,001,B,Letter Grade,B+,Econometrics 2
1,01659,,01659,,01659,Maximilian Auffhammer,,Ag & Resource Econ & Pol,212,001,B,Letter Grade,B,Econometrics 2
3,01659,,01659,,01659,Maximilian Auffhammer,,Ag & Resource Econ & Pol,212,001,Credit,Non-Letter Grade,Satisfactory,Econometrics 2
4,01665,,01665,,01665,Aprajit Mahajan; Michael Anderson,,Ag & Resource Econ & Pol,219B,001,A,Letter Grade,A,Econometric Proj
5,01665,,01665,,01665,Aprajit Mahajan; Michael Anderson,,Ag & Resource Econ & Pol,219B,001,A,Letter Grade,A-,Econometric Proj
2,01665,,01665,,01665,Aprajit Mahajan; Michael Anderson,,Ag & Resource Econ & Pol,219B,001,B,Letter Grade,B+,Econometric Proj
4,01665,,01665,,01665,Aprajit Mahajan; Michael Anderson,,Ag & Resource Econ & Pol,219B,001,B,Letter Grade,B,Econometric Proj
1,01665,,01665,,01665,Aprajit Mahajan; Michael Anderson,,Ag & Resource Econ & Pol,219B,001,B,Letter Grade,B-,Econometric Proj
3,01668,,01668,,01668,Brian Wright; Gordon Rausser,,Ag & Resource Econ & Pol,242,001,A,Letter Grade,A-,Quant Policy Anlys
22,01671,,01671,,01671,David Sunding,,Ag & Resource Econ & Pol,249,001,Credit,Non-Letter Grade,Satisfactory,Policy Workshop
17,01674,,01674,,01674,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,259,001,Credit,Non-Letter Grade,Satisfactory,Development Wkshop
1,01677,,01677,,01677,James Sallee,,Ag & Resource Econ & Pol,261,001,A,Letter Grade,A+,Environ & Res Econ
2,01677,,01677,,01677,James Sallee,,Ag & Resource Econ & Pol,261,001,A,Letter Grade,A,Environ & Res Econ
4,01677,,01677,,01677,James Sallee,,Ag & Resource Econ & Pol,261,001,A,Letter Grade,A-,Environ & Res Econ
1,01680,,01680,,01680,Christian Traeger; Larry Karp,,Ag & Resource Econ & Pol,263,001,A,Letter Grade,A+,Dynamic Methods
2,01680,,01680,,01680,Christian Traeger; Larry Karp,,Ag & Resource Econ & Pol,263,001,A,Letter Grade,A,Dynamic Methods
9,01683,,01683,,01683,Meredith Fowlie,,Ag & Resource Econ & Pol,264,001,A,Letter Grade,A,Emp Energy Env Econ
1,01683,,01683,,01683,Meredith Fowlie,,Ag & Resource Econ & Pol,264,001,A,Letter Grade,A-,Emp Energy Env Econ
16,01686,,01686,,01686,Peter Berck,,Ag & Resource Econ & Pol,269,001,Credit,Non-Letter Grade,Satisfactory,Resources Workshop
1,01692,,01692,,01692,Maximilian Auffhammer,,Ag & Resource Econ & Pol,298,002,Credit,Non-Letter Grade,Satisfactory,Special Study
2,01698,,01698,,01698,Alain Dejanvry,,Ag & Resource Econ & Pol,298,004,Credit,Non-Letter Grade,Satisfactory,Special Study
2,01725,,01725,,01725,David Roland-Holst,,Ag & Resource Econ & Pol,298,013,A,Letter Grade,A+,Special Study
1,01743,,01743,,01743,David Zilberman,,Ag & Resource Econ & Pol,298,019,A,Letter Grade,A,Special Study
2,01749,,01749,,01749,Maximilian Auffhammer,,Ag & Resource Econ & Pol,299,002,Credit,Non-Letter Grade,Satisfactory,Individual Research
2,01752,,01752,,01752,Peter Berck,,Ag & Resource Econ & Pol,299,003,Credit,Non-Letter Grade,Satisfactory,Individual Research
2,01755,,01755,,01755,Alain Dejanvry,,Ag & Resource Econ & Pol,299,004,Credit,Non-Letter Grade,Satisfactory,Individual Research
1,01758,,01758,,01758,Thibault Fally,,Ag & Resource Econ & Pol,299,005,Credit,Non-Letter Grade,Satisfactory,Individual Research
3,01761,,01761,,01761,Meredith Fowlie,,Ag & Resource Econ & Pol,299,006,Credit,Non-Letter Grade,Satisfactory,Individual Research
1,01770,,01770,,01770,Ethan Ligon,,Ag & Resource Econ & Pol,299,009,Credit,Non-Letter Grade,Satisfactory,Individual Research
1,01773,,01773,,01773,Jeremy Magruder,,Ag & Resource Econ & Pol,299,010,Credit,Non-Letter Grade,Satisfactory,Individual Research
